train_loss,train_soft_loss,epoch,step,val_loss,val_soft_loss
0.25622323155403137,0.25622323155403137,0,15,,
0.5841009616851807,0.5841009616851807,0,31,,
0.6162892580032349,0.6162892580032349,0,47,,
0.59670490026474,0.59670490026474,0,63,,
0.13792593777179718,0.13792593777179718,0,79,,
0.1451919674873352,0.1451919674873352,0,95,,
0.5718033313751221,0.5718033313751221,0,111,,
0.965196967124939,0.965196967124939,0,127,,
,,0,131,0.3405430018901825,0.3405430018901825
0.3420998454093933,0.3420998454093933,1,143,,
0.16145437955856323,0.16145437955856323,1,159,,
0.15963062644004822,0.15963062644004822,1,175,,
0.12961208820343018,0.12961208820343018,1,191,,
0.36785125732421875,0.36785125732421875,1,207,,
0.048640258610248566,0.048640258610248566,1,223,,
0.1328679323196411,0.1328679323196411,1,239,,
0.10872139036655426,0.10872139036655426,1,255,,
,,1,263,0.2285272777080536,0.2285272777080536
0.03738205134868622,0.03738205134868622,2,271,,
0.2782473564147949,0.2782473564147949,2,287,,
0.06457747519016266,0.06457747519016266,2,303,,
0.057898249477148056,0.057898249477148056,2,319,,
0.0342499315738678,0.0342499315738678,2,335,,
0.02971060760319233,0.02971060760319233,2,351,,
0.1347292959690094,0.1347292959690094,2,367,,
0.028533853590488434,0.028533853590488434,2,383,,
,,2,395,0.15862593054771423,0.15862593054771423
0.17081132531166077,0.17081132531166077,3,399,,
0.02419998310506344,0.02419998310506344,3,415,,
0.15656723082065582,0.15656723082065582,3,431,,
0.07944557070732117,0.07944557070732117,3,447,,
0.0342351533472538,0.0342351533472538,3,463,,
0.03956763073801994,0.03956763073801994,3,479,,
0.1656646579504013,0.1656646579504013,3,495,,
0.1271817833185196,0.1271817833185196,3,511,,
0.022445667535066605,0.022445667535066605,3,527,,
,,3,527,0.14233466982841492,0.14233466982841492
0.08281529694795609,0.08281529694795609,4,543,,
0.06289924681186676,0.06289924681186676,4,559,,
0.0256216861307621,0.0256216861307621,4,575,,
0.03321080282330513,0.03321080282330513,4,591,,
0.12854331731796265,0.12854331731796265,4,607,,
0.024852007627487183,0.024852007627487183,4,623,,
0.12396250665187836,0.12396250665187836,4,639,,
0.05048830807209015,0.05048830807209015,4,655,,
,,4,659,0.16320186853408813,0.16320186853408813
0.14913228154182434,0.14913228154182434,5,671,,
0.18174132704734802,0.18174132704734802,5,687,,
0.04550570994615555,0.04550570994615555,5,703,,
0.08777356147766113,0.08777356147766113,5,719,,
0.2091958373785019,0.2091958373785019,5,735,,
0.019401298835873604,0.019401298835873604,5,751,,
0.022006085142493248,0.022006085142493248,5,767,,
0.06558217108249664,0.06558217108249664,5,783,,
,,5,791,0.1606326401233673,0.1606326401233673
0.021867860108613968,0.021867860108613968,6,799,,
0.014293104410171509,0.014293104410171509,6,815,,
0.21593546867370605,0.21593546867370605,6,831,,
0.0994168221950531,0.0994168221950531,6,847,,
0.0580236092209816,0.0580236092209816,6,863,,
0.021857287734746933,0.021857287734746933,6,879,,
0.08224478363990784,0.08224478363990784,6,895,,
0.06875355541706085,0.06875355541706085,6,911,,
,,6,923,0.14706116914749146,0.14706116914749146
0.03348728269338608,0.03348728269338608,7,927,,
0.014958939515054226,0.014958939515054226,7,943,,
0.011555125005543232,0.011555125005543232,7,959,,
0.1814737468957901,0.1814737468957901,7,975,,
0.18665848672389984,0.18665848672389984,7,991,,
0.010309607721865177,0.010309607721865177,7,1007,,
0.25589731335639954,0.25589731335639954,7,1023,,
0.05241356045007706,0.05241356045007706,7,1039,,
0.00958720501512289,0.00958720501512289,7,1055,,
,,7,1055,0.1667812019586563,0.1667812019586563
0.03643813356757164,0.03643813356757164,8,1071,,
0.1334720253944397,0.1334720253944397,8,1087,,
0.10675640404224396,0.10675640404224396,8,1103,,
0.4776482582092285,0.4776482582092285,8,1119,,
0.07099345326423645,0.07099345326423645,8,1135,,
0.26638975739479065,0.26638975739479065,8,1151,,
0.16839924454689026,0.16839924454689026,8,1167,,
0.13623914122581482,0.13623914122581482,8,1183,,
,,8,1187,0.1806759238243103,0.1806759238243103
0.012356785126030445,0.012356785126030445,9,1199,,
0.01365000568330288,0.01365000568330288,9,1215,,
0.01369422022253275,0.01369422022253275,9,1231,,
0.011527838185429573,0.011527838185429573,9,1247,,
0.11645574867725372,0.11645574867725372,9,1263,,
0.008643316105008125,0.008643316105008125,9,1279,,
0.019580431282520294,0.019580431282520294,9,1295,,
0.026767069473862648,0.026767069473862648,9,1311,,
,,9,1319,0.16238099336624146,0.16238099336624146
0.012092888355255127,0.012092888355255127,10,1327,,
0.0093750711530447,0.0093750711530447,10,1343,,
0.008743148297071457,0.008743148297071457,10,1359,,
0.012742748484015465,0.012742748484015465,10,1375,,
0.040223293006420135,0.040223293006420135,10,1391,,
0.02631957456469536,0.02631957456469536,10,1407,,
0.04494311660528183,0.04494311660528183,10,1423,,
0.03334103524684906,0.03334103524684906,10,1439,,
,,10,1451,0.16363514959812164,0.16363514959812164
0.014257390052080154,0.014257390052080154,11,1455,,
0.05240221694111824,0.05240221694111824,11,1471,,
0.01710319332778454,0.01710319332778454,11,1487,,
0.012124527245759964,0.012124527245759964,11,1503,,
0.005927741061896086,0.005927741061896086,11,1519,,
0.040606819093227386,0.040606819093227386,11,1535,,
0.012011080048978329,0.012011080048978329,11,1551,,
0.07963670045137405,0.07963670045137405,11,1567,,
0.04448433592915535,0.04448433592915535,11,1583,,
,,11,1583,0.1631333827972412,0.1631333827972412
